2.170000000000000000e+02,2.180000000000000000e+02,6.370000000000000000e+02,6.900000000000000000e+02
2.170000000000000000e+02,2.190000000000000000e+02,6.440000000000000000e+02,6.750000000000000000e+02
2.170000000000000000e+02,2.240000000000000000e+02,6.390000000000000000e+02,6.670000000000000000e+02
2.180000000000000000e+02,2.300000000000000000e+02,6.320000000000000000e+02,6.560000000000000000e+02
2.190000000000000000e+02,2.310000000000000000e+02,6.300000000000000000e+02,6.540000000000000000e+02
2.210000000000000000e+02,2.340000000000000000e+02,6.290000000000000000e+02,6.500000000000000000e+02
2.200000000000000000e+02,2.330000000000000000e+02,6.270000000000000000e+02,6.440000000000000000e+02
2.230000000000000000e+02,2.350000000000000000e+02,6.290000000000000000e+02,6.380000000000000000e+02
2.220000000000000000e+02,2.370000000000000000e+02,6.200000000000000000e+02,6.300000000000000000e+02
2.220000000000000000e+02,2.370000000000000000e+02,6.060000000000000000e+02,6.240000000000000000e+02
2.220000000000000000e+02,2.370000000000000000e+02,6.020000000000000000e+02,6.100000000000000000e+02
2.210000000000000000e+02,2.400000000000000000e+02,5.960000000000000000e+02,6.030000000000000000e+02
2.210000000000000000e+02,2.450000000000000000e+02,5.910000000000000000e+02,6.000000000000000000e+02
2.240000000000000000e+02,2.440000000000000000e+02,5.780000000000000000e+02,5.950000000000000000e+02
2.280000000000000000e+02,2.440000000000000000e+02,5.670000000000000000e+02,5.900000000000000000e+02
2.300000000000000000e+02,2.440000000000000000e+02,5.700000000000000000e+02,5.760000000000000000e+02
2.290000000000000000e+02,2.430000000000000000e+02,5.710000000000000000e+02,5.630000000000000000e+02
2.300000000000000000e+02,2.420000000000000000e+02,5.660000000000000000e+02,5.620000000000000000e+02
2.280000000000000000e+02,2.410000000000000000e+02,5.660000000000000000e+02,5.560000000000000000e+02
2.290000000000000000e+02,2.370000000000000000e+02,5.560000000000000000e+02,5.460000000000000000e+02
2.310000000000000000e+02,2.410000000000000000e+02,5.550000000000000000e+02,5.400000000000000000e+02
2.310000000000000000e+02,2.440000000000000000e+02,5.550000000000000000e+02,5.350000000000000000e+02
2.340000000000000000e+02,2.400000000000000000e+02,5.620000000000000000e+02,5.310000000000000000e+02
2.310000000000000000e+02,2.430000000000000000e+02,5.630000000000000000e+02,5.250000000000000000e+02
2.320000000000000000e+02,2.420000000000000000e+02,5.560000000000000000e+02,5.210000000000000000e+02
2.320000000000000000e+02,2.380000000000000000e+02,5.560000000000000000e+02,5.190000000000000000e+02
2.360000000000000000e+02,2.350000000000000000e+02,5.540000000000000000e+02,5.060000000000000000e+02
2.380000000000000000e+02,2.340000000000000000e+02,5.510000000000000000e+02,5.000000000000000000e+02
2.390000000000000000e+02,2.350000000000000000e+02,5.480000000000000000e+02,4.930000000000000000e+02
2.420000000000000000e+02,2.350000000000000000e+02,5.450000000000000000e+02,4.840000000000000000e+02
2.450000000000000000e+02,2.360000000000000000e+02,5.440000000000000000e+02,4.750000000000000000e+02
2.470000000000000000e+02,2.330000000000000000e+02,5.370000000000000000e+02,4.700000000000000000e+02
2.480000000000000000e+02,2.280000000000000000e+02,5.330000000000000000e+02,4.660000000000000000e+02
2.470000000000000000e+02,2.300000000000000000e+02,5.350000000000000000e+02,4.600000000000000000e+02
2.460000000000000000e+02,2.280000000000000000e+02,5.340000000000000000e+02,4.600000000000000000e+02
2.460000000000000000e+02,2.310000000000000000e+02,5.330000000000000000e+02,4.500000000000000000e+02
2.470000000000000000e+02,2.310000000000000000e+02,5.390000000000000000e+02,4.480000000000000000e+02
2.480000000000000000e+02,2.380000000000000000e+02,5.430000000000000000e+02,4.490000000000000000e+02
2.420000000000000000e+02,2.340000000000000000e+02,5.390000000000000000e+02,4.460000000000000000e+02
2.420000000000000000e+02,2.340000000000000000e+02,5.360000000000000000e+02,4.410000000000000000e+02
2.400000000000000000e+02,2.310000000000000000e+02,5.370000000000000000e+02,4.390000000000000000e+02
2.440000000000000000e+02,2.330000000000000000e+02,5.310000000000000000e+02,4.380000000000000000e+02
2.490000000000000000e+02,2.330000000000000000e+02,5.240000000000000000e+02,4.370000000000000000e+02
2.520000000000000000e+02,2.280000000000000000e+02,5.200000000000000000e+02,4.340000000000000000e+02
2.530000000000000000e+02,2.290000000000000000e+02,5.160000000000000000e+02,4.290000000000000000e+02
2.560000000000000000e+02,2.270000000000000000e+02,5.140000000000000000e+02,4.360000000000000000e+02
2.500000000000000000e+02,2.320000000000000000e+02,5.160000000000000000e+02,4.350000000000000000e+02
2.500000000000000000e+02,2.270000000000000000e+02,5.170000000000000000e+02,4.370000000000000000e+02
2.500000000000000000e+02,2.300000000000000000e+02,5.120000000000000000e+02,4.360000000000000000e+02
2.460000000000000000e+02,2.270000000000000000e+02,5.110000000000000000e+02,4.370000000000000000e+02
2.440000000000000000e+02,2.290000000000000000e+02,5.030000000000000000e+02,4.380000000000000000e+02
2.430000000000000000e+02,2.300000000000000000e+02,4.990000000000000000e+02,4.390000000000000000e+02
2.420000000000000000e+02,2.310000000000000000e+02,4.930000000000000000e+02,4.340000000000000000e+02
2.390000000000000000e+02,2.300000000000000000e+02,5.010000000000000000e+02,4.360000000000000000e+02
2.370000000000000000e+02,2.280000000000000000e+02,5.060000000000000000e+02,4.390000000000000000e+02
2.400000000000000000e+02,2.300000000000000000e+02,5.030000000000000000e+02,4.440000000000000000e+02
2.370000000000000000e+02,2.290000000000000000e+02,5.070000000000000000e+02,4.380000000000000000e+02
2.350000000000000000e+02,2.270000000000000000e+02,5.110000000000000000e+02,4.380000000000000000e+02
2.370000000000000000e+02,2.290000000000000000e+02,5.010000000000000000e+02,4.400000000000000000e+02
2.370000000000000000e+02,2.330000000000000000e+02,4.980000000000000000e+02,4.390000000000000000e+02
2.380000000000000000e+02,2.360000000000000000e+02,5.000000000000000000e+02,4.430000000000000000e+02
2.400000000000000000e+02,2.370000000000000000e+02,4.990000000000000000e+02,4.420000000000000000e+02
2.420000000000000000e+02,2.360000000000000000e+02,5.000000000000000000e+02,4.500000000000000000e+02
2.420000000000000000e+02,2.350000000000000000e+02,4.960000000000000000e+02,4.580000000000000000e+02
2.420000000000000000e+02,2.310000000000000000e+02,4.960000000000000000e+02,4.660000000000000000e+02
2.400000000000000000e+02,2.300000000000000000e+02,4.950000000000000000e+02,4.770000000000000000e+02
2.380000000000000000e+02,2.300000000000000000e+02,4.950000000000000000e+02,4.840000000000000000e+02
2.360000000000000000e+02,2.310000000000000000e+02,4.970000000000000000e+02,4.860000000000000000e+02
2.390000000000000000e+02,2.300000000000000000e+02,5.010000000000000000e+02,4.830000000000000000e+02
2.350000000000000000e+02,2.320000000000000000e+02,5.090000000000000000e+02,4.810000000000000000e+02
2.350000000000000000e+02,2.320000000000000000e+02,5.110000000000000000e+02,4.860000000000000000e+02
2.310000000000000000e+02,2.330000000000000000e+02,5.110000000000000000e+02,4.960000000000000000e+02
2.310000000000000000e+02,2.330000000000000000e+02,5.130000000000000000e+02,4.960000000000000000e+02
2.320000000000000000e+02,2.330000000000000000e+02,5.100000000000000000e+02,4.990000000000000000e+02
2.360000000000000000e+02,2.310000000000000000e+02,5.140000000000000000e+02,5.000000000000000000e+02
2.320000000000000000e+02,2.320000000000000000e+02,5.180000000000000000e+02,5.040000000000000000e+02
2.310000000000000000e+02,2.330000000000000000e+02,5.220000000000000000e+02,5.050000000000000000e+02
2.310000000000000000e+02,2.340000000000000000e+02,5.230000000000000000e+02,4.970000000000000000e+02
2.330000000000000000e+02,2.330000000000000000e+02,5.240000000000000000e+02,4.940000000000000000e+02
2.360000000000000000e+02,2.340000000000000000e+02,5.220000000000000000e+02,4.910000000000000000e+02
2.380000000000000000e+02,2.370000000000000000e+02,5.140000000000000000e+02,4.920000000000000000e+02
2.410000000000000000e+02,2.370000000000000000e+02,5.180000000000000000e+02,4.900000000000000000e+02
2.420000000000000000e+02,2.400000000000000000e+02,5.190000000000000000e+02,4.890000000000000000e+02
2.420000000000000000e+02,2.420000000000000000e+02,5.120000000000000000e+02,4.880000000000000000e+02
2.450000000000000000e+02,2.450000000000000000e+02,5.160000000000000000e+02,4.940000000000000000e+02
2.450000000000000000e+02,2.460000000000000000e+02,5.240000000000000000e+02,4.970000000000000000e+02
2.420000000000000000e+02,2.510000000000000000e+02,5.290000000000000000e+02,5.030000000000000000e+02
2.400000000000000000e+02,2.520000000000000000e+02,5.270000000000000000e+02,5.050000000000000000e+02
2.390000000000000000e+02,2.550000000000000000e+02,5.270000000000000000e+02,5.070000000000000000e+02
2.410000000000000000e+02,2.550000000000000000e+02,5.230000000000000000e+02,5.090000000000000000e+02
2.400000000000000000e+02,2.540000000000000000e+02,5.200000000000000000e+02,5.200000000000000000e+02
2.430000000000000000e+02,2.580000000000000000e+02,5.190000000000000000e+02,5.300000000000000000e+02
2.460000000000000000e+02,2.580000000000000000e+02,5.200000000000000000e+02,5.350000000000000000e+02
2.460000000000000000e+02,2.590000000000000000e+02,5.230000000000000000e+02,5.390000000000000000e+02
2.500000000000000000e+02,2.610000000000000000e+02,5.210000000000000000e+02,5.450000000000000000e+02
2.500000000000000000e+02,2.590000000000000000e+02,5.160000000000000000e+02,5.510000000000000000e+02
2.480000000000000000e+02,2.620000000000000000e+02,5.160000000000000000e+02,5.490000000000000000e+02
2.470000000000000000e+02,2.630000000000000000e+02,5.110000000000000000e+02,5.470000000000000000e+02
2.490000000000000000e+02,2.680000000000000000e+02,5.060000000000000000e+02,5.480000000000000000e+02
2.480000000000000000e+02,2.670000000000000000e+02,5.030000000000000000e+02,5.520000000000000000e+02
2.500000000000000000e+02,2.710000000000000000e+02,4.960000000000000000e+02,5.560000000000000000e+02
2.520000000000000000e+02,2.730000000000000000e+02,4.970000000000000000e+02,5.570000000000000000e+02
2.500000000000000000e+02,2.790000000000000000e+02,4.940000000000000000e+02,5.650000000000000000e+02
2.500000000000000000e+02,2.790000000000000000e+02,4.930000000000000000e+02,5.720000000000000000e+02
2.470000000000000000e+02,2.790000000000000000e+02,4.860000000000000000e+02,5.760000000000000000e+02
2.520000000000000000e+02,2.790000000000000000e+02,4.830000000000000000e+02,5.780000000000000000e+02
2.520000000000000000e+02,2.790000000000000000e+02,4.810000000000000000e+02,5.790000000000000000e+02
2.480000000000000000e+02,2.840000000000000000e+02,4.780000000000000000e+02,5.810000000000000000e+02
2.480000000000000000e+02,2.840000000000000000e+02,4.730000000000000000e+02,5.870000000000000000e+02
2.480000000000000000e+02,2.850000000000000000e+02,4.710000000000000000e+02,5.880000000000000000e+02
2.470000000000000000e+02,2.860000000000000000e+02,4.700000000000000000e+02,5.870000000000000000e+02
2.480000000000000000e+02,2.850000000000000000e+02,4.640000000000000000e+02,5.900000000000000000e+02
2.480000000000000000e+02,2.860000000000000000e+02,4.600000000000000000e+02,5.930000000000000000e+02
2.470000000000000000e+02,2.890000000000000000e+02,4.570000000000000000e+02,5.960000000000000000e+02
2.440000000000000000e+02,2.920000000000000000e+02,4.540000000000000000e+02,6.040000000000000000e+02
2.430000000000000000e+02,2.940000000000000000e+02,4.490000000000000000e+02,6.100000000000000000e+02
2.460000000000000000e+02,2.970000000000000000e+02,4.470000000000000000e+02,6.110000000000000000e+02
2.440000000000000000e+02,2.970000000000000000e+02,4.520000000000000000e+02,6.170000000000000000e+02
2.470000000000000000e+02,2.960000000000000000e+02,4.560000000000000000e+02,6.250000000000000000e+02
2.490000000000000000e+02,2.920000000000000000e+02,4.650000000000000000e+02,6.440000000000000000e+02
2.550000000000000000e+02,2.920000000000000000e+02,4.690000000000000000e+02,6.540000000000000000e+02
2.540000000000000000e+02,2.920000000000000000e+02,4.670000000000000000e+02,6.530000000000000000e+02
2.550000000000000000e+02,2.910000000000000000e+02,4.680000000000000000e+02,6.520000000000000000e+02
2.590000000000000000e+02,2.920000000000000000e+02,4.640000000000000000e+02,6.520000000000000000e+02
2.620000000000000000e+02,2.910000000000000000e+02,4.560000000000000000e+02,6.590000000000000000e+02
2.640000000000000000e+02,2.900000000000000000e+02,4.530000000000000000e+02,6.570000000000000000e+02
2.650000000000000000e+02,2.890000000000000000e+02,4.540000000000000000e+02,6.580000000000000000e+02
2.660000000000000000e+02,2.820000000000000000e+02,4.510000000000000000e+02,6.630000000000000000e+02
2.640000000000000000e+02,2.830000000000000000e+02,4.550000000000000000e+02,6.710000000000000000e+02
2.630000000000000000e+02,2.800000000000000000e+02,4.600000000000000000e+02,6.800000000000000000e+02
2.600000000000000000e+02,2.770000000000000000e+02,4.600000000000000000e+02,6.880000000000000000e+02
2.570000000000000000e+02,2.730000000000000000e+02,4.650000000000000000e+02,6.970000000000000000e+02
2.540000000000000000e+02,2.660000000000000000e+02,4.720000000000000000e+02,7.000000000000000000e+02
2.590000000000000000e+02,2.640000000000000000e+02,4.710000000000000000e+02,7.100000000000000000e+02
2.590000000000000000e+02,2.620000000000000000e+02,4.700000000000000000e+02,7.150000000000000000e+02
2.590000000000000000e+02,2.580000000000000000e+02,4.680000000000000000e+02,7.130000000000000000e+02
2.600000000000000000e+02,2.610000000000000000e+02,4.660000000000000000e+02,7.080000000000000000e+02
2.610000000000000000e+02,2.580000000000000000e+02,4.590000000000000000e+02,7.070000000000000000e+02
2.640000000000000000e+02,2.570000000000000000e+02,4.610000000000000000e+02,7.050000000000000000e+02
2.620000000000000000e+02,2.570000000000000000e+02,4.590000000000000000e+02,7.050000000000000000e+02
2.630000000000000000e+02,2.570000000000000000e+02,4.590000000000000000e+02,7.050000000000000000e+02
2.640000000000000000e+02,2.560000000000000000e+02,4.570000000000000000e+02,7.030000000000000000e+02
2.650000000000000000e+02,2.530000000000000000e+02,4.600000000000000000e+02,7.060000000000000000e+02
2.710000000000000000e+02,2.540000000000000000e+02,4.610000000000000000e+02,7.060000000000000000e+02
2.700000000000000000e+02,2.520000000000000000e+02,4.580000000000000000e+02,7.100000000000000000e+02
2.760000000000000000e+02,2.520000000000000000e+02,4.600000000000000000e+02,7.190000000000000000e+02
2.750000000000000000e+02,2.510000000000000000e+02,4.630000000000000000e+02,7.260000000000000000e+02
2.790000000000000000e+02,2.480000000000000000e+02,4.630000000000000000e+02,7.240000000000000000e+02
2.820000000000000000e+02,2.440000000000000000e+02,4.600000000000000000e+02,7.240000000000000000e+02
2.820000000000000000e+02,2.460000000000000000e+02,4.540000000000000000e+02,7.240000000000000000e+02
2.810000000000000000e+02,2.460000000000000000e+02,4.590000000000000000e+02,7.180000000000000000e+02
2.820000000000000000e+02,2.430000000000000000e+02,4.570000000000000000e+02,7.170000000000000000e+02
2.840000000000000000e+02,2.440000000000000000e+02,4.600000000000000000e+02,7.140000000000000000e+02
2.860000000000000000e+02,2.460000000000000000e+02,4.580000000000000000e+02,7.220000000000000000e+02
2.840000000000000000e+02,2.450000000000000000e+02,4.570000000000000000e+02,7.290000000000000000e+02
2.850000000000000000e+02,2.450000000000000000e+02,4.580000000000000000e+02,7.350000000000000000e+02
2.820000000000000000e+02,2.510000000000000000e+02,4.600000000000000000e+02,7.390000000000000000e+02
2.790000000000000000e+02,2.490000000000000000e+02,4.640000000000000000e+02,7.480000000000000000e+02
2.760000000000000000e+02,2.530000000000000000e+02,4.660000000000000000e+02,7.510000000000000000e+02
